Frame,Recognized_Text,ad
AD0449_Frame_1690.png,"ROCKET, MORTGAGE, by QuickenLoans, QuickenLoans.com, #RocketMortgage, LS tobo Equd[, Uendex Uoeddn, Hale, IX; 1050 Weodad atuer Drot M43226-1906 (8881 474-0404,021645Math F Sae A00, Stonsa* 4Z8520 Morye? Benbr Lurny, Lknddly Dxdtpoath _, Resd nti / Moroxebcnigkt (0 Rebted6y Ibe Dibtadle Estate GAAxd MMatoroe Uiem? II1AM [, Acxtkenei] Martoee Lkadsar M127-, Dote, snalRegubaitn % 9-0000;93,ME Spmviadlava Ukanx MN Motanetaylraree bdegeenent us Uensedey meNSDAdBatingUdtonsuma Fnankte NH Uenadbybeh, BantingDp, Nii], IMyrBl4, Nla4by, (andlot Zndf mortongesonuya KN: [ccneedMorangeEanbit, MsBuglA CH N885016 OR Ueis, M1XI MiidosIv, Dapt, Burangrandd Wensed' pursuant, Sctondary Werlgaye lom Art;, W> tiar MrwMu xdEricueston, Case, toneyy Laal @wM, Im9",AD0449
AD0449_Frame_210.png,72,AD0449
AD0449_Frame_240.png,ayobent,AD0449
AD0449_Frame_250.png,Aroben,AD0449
AD0449_Frame_420.png,"QuickenLoans, com, 'MOSEl, QuickenLoans, Buya, homE, REFINANCE",AD0449
AD0449_Frame_430.png,"com, 'MOGEH8E, Ia, IhomE, QuickenLoans, QulchenLoans, JEFINANCE",AD0449
AD0449_Frame_440.png,"QuickenLoans,, com, 'MOBE8E, Quicken Loans, FINANCE, Imomc",AD0449
AD0449_Frame_450.png,"QuickenLoans com, 'MoBEN8, QuickenLoans, OMe, JNANCE",AD0449
AD0449_Frame_630.png,Igc,AD0449
AD0449_Frame_900.png,"QuickenLc, oans., com, ROCKEI, MORTGAGE, QulchenLoans, BUY AM, IHOmE, REFINANCE",AD0449
AD0449_Frame_910.png,";~.""E, QuickenLoans., com, ROCKE, MOrTGAGE, QuickenLoans, BUY, IHOME, REFINANCE",AD0449
AD0449_Frame_920.png,"QuickenLe, oans:, com, ROCKEI, MORTGAGE, QuickenLoans, BUY, IHOME, REFINANCE",AD0449
AD0449_Frame_930.png,"by, QuickenLe, oans., com, ROCKEL, MORTGAGE, QuickenLoans, BUV, IHomE, REFINANCE",AD0449
AD0450_Frame_160.png,WydrO,AD0450
AD0450_Frame_170.png,TdRO,AD0450
AD0450_Frame_180.png,Horo,AD0450
AD0450_Frame_620.png,a%?,AD0450
AD0450_Frame_650.png,Hidra,AD0450
AD0450_Frame_660.png,Hyord,AD0450
AD0450_Frame_770.png,"Schick, HYDRO",AD0450
AD0450_Frame_780.png,"Schick, HYDRO",AD0450
AD0450_Frame_790.png,"Schick, HYDRO",AD0450
AD0450_Frame_800.png,"Schick, HYDRO",AD0450
AD0450_Frame_810.png,"Schick, HYDRO, FREE YOUR $ (",AD0450
AD0450_Frame_820.png,"Schick, HYDRO, FREE YOUR SKIN",AD0450
AD0450_Frame_830.png,"Schick, HYDRO, FREE YOUR SKIN",AD0450
AD0450_Frame_840.png,"Schick, HYDRO, FREE YOUR SKIN",AD0450
AD0451_Frame_10.png,"DA BLR, Fam Rts, KTp, Aa, A4",AD0451
AD0451_Frame_100.png,TBELOLLN,AD0451
AD0451_Frame_110.png,"WhI, ABELoUM",AD0451
AD0451_Frame_20.png,"DATBLER, Tan Ruts, VRec|, Aa, CT, 455, 5e5",AD0451
AD0451_Frame_30.png,"D BLER, Tan Futs, Lcl, Ee, WRedc, 48, Weg",AD0451
AD0451_Frame_320.png,"WhnE, ELOIAMT",AD0451
AD0451_Frame_330.png,"WHITE, 'BELGLLMT",AD0451
AD0451_Frame_340.png,"Whn, 'BELGLLM",AD0451
AD0451_Frame_350.png,"Whnd, BELOLH",AD0451
AD0451_Frame_780.png,"@@ELGLAN, LIVE LIFE, HINFILTERED, EINJUi, RESPONSIBLY @ 2016 Shock Top Brewing Co , Shock Top@ Belgian-Style Wheat Ale; St: Louis, MO, SHOCR., WHITE",AD0451
AD0451_Frame_790.png,"{BELGIAN, LIVE LIFE, HINFILTERED, EINJUi, RESPONSIBLY @0 2016 Shock Top Brewing Co, Shock Top@) Belgian-Style Wheat Ale, St: Louis, MO, SHOCh., WHITE",AD0451
AD0451_Frame_800.png,"{BELGIAN, LIVE LIFE, HINFILTERED, EINJUi, RESPONSIBLY @0 2016 Shock Top Brewing Co, Shock Top@) Belgian-Style Wheat Ale;, St: Louis, MO, SHOCh., WHITE",AD0451
AD0451_Frame_810.png,"{BELGIAN, LIVE LIFE, HINFILTERED, EINJUi, RESPONSIBLY @0 2016 Shock Top Brewing Co, Shock Top@) Belgian-Style Wheat Ale, St: Louis, MO, SHOCR., WHITE",AD0451
AD0451_Frame_820.png,"{BELGIAN, LIVE LIFE, HINFILTERED, EINJUi, RESPONSIBLY @0 2016 Shock Top Brewing Co, Shock Top@) Belgian-Style Wheat Ale, St: Louis, MO, SHOCR., MHITE",AD0451
AD0451_Frame_830.png,"{BELGMAN, LIVE LIFE, HINFILTERED, EINJUi, RESPONSIBLY @ 2016 Shock Top Brewing Co , Shock Top@ Belgian-Style Wheat Ale; St: Louis; MO, SHOCh ., WHITE",AD0451
AD0451_Frame_840.png,"{BELGIAN, LIVE LIFE, HINFILTERED, EINJUi, RESPONSIBLY @0 2016 Shock Top Brewing Co, Shock Top@) Belgian-Style Wheat Ale, St: Louis, MO, SHOC:, WHITE",AD0451
AD0451_Frame_850.png,"DBELGLAN, LIVE LIFE, HINFILTERED, EINJUi, RESPONSIBLY @0 2016 Shock Top Brewing Co, Shock Top@) Belgian-Style Wheat Ale, St: Louis, MO, SHOC:, WHITE",AD0451
AD0451_Frame_90.png,"WHITE, DBELOMM",AD0451
AD0452_Frame_800.png,#SkittlesArt,AD0452
AD0452_Frame_810.png,"ORiginAL, Skittles, ROCK THE RAINBOW, #SkittlesArt, Nb WXl Wgke /, @oulpal e ShesandellallibleddesguseJe Ledellais ' Uz Xrl MlyeaL %llealy/00 [Sdliiliales:",AD0452
AD0452_Frame_820.png,"ORiginAL, Skittles, ROCK THE RAINBOW, #SkittlesArt, Zld Mhl WWyley, @ulpalt Shesandellallibleddesgusele Ledella/52 4e Wllll Wlyeea k Llleali/04 DSallilibles",AD0452
AD0452_Frame_830.png,"ORiginAL, Skittles, ROCK THE RAINBOW _, #SkittlesArt, Zu6 WMl Wgley, @oulpal Shllesandellalibteddesgusele Ledellla/5e 4e Wlell Wlyea k Llleali/04 [Sallilibles",AD0452
AD0452_Frame_840.png,"ORiginAL, Skittles, ROCK THERAINBOW, TASTE THE RAINBOW, #SkittlesArt, 2u6 WMl Wgley/, Contpalvt Skilllesandallalllateddesgusele Uadellay $e Uz Wuz #lykea k Lulleai/04 Lalliliales",AD0452
AD0452_Frame_850.png,"ORiginAL, Skittles, ROCK THE RAINBOW, TASTE THE RAINBOW, #SkittlesArt, 2u6 WMl Wgley/, Conupalvt Skilllesandallalllateddesgusele Uadellay 5e Uz Wull lykea k Lulleai/04 Lalliliales",AD0452
AD0453_Frame_10.png,"Hcrty, FLEURETTE, Steiq, HAlt, Gipnei, FLORIST",AD0453
AD0453_Frame_20.png,"Heuy, FLEURETTE, Steiq, Hae, Ghipde, FLORIST",AD0453
AD0453_Frame_250.png,JJeuary Hats cortune Far,AD0453
AD0453_Frame_260.png,"JJeueley Hats, cor",AD0453
AD0453_Frame_270.png,"JJewaley Hats, come",AD0453
AD0453_Frame_280.png,"Jeweley Hats, comue",AD0453
AD0453_Frame_290.png,"JJeweley Hats, comUe",AD0453
AD0453_Frame_30.png,"InT, Hertty, FLORIST, FLEURETTE, Steiq, Has, GrIP DE",AD0453
AD0453_Frame_300.png,"JJeweley Hats, corue",AD0453
AD0453_Frame_310.png,"JJeweley Hats, corue",AD0453
AD0453_Frame_40.png,"Hatty, JFLORIST|, FLEURETTE, Steiq, GAIpot",AD0453
AD0453_Frame_490.png,sFipdept,AD0453
AD0453_Frame_500.png,SFiPo,AD0453
AD0453_Frame_780.png,"o) u wh nyot 4"", 0 Uron, hM",AD0453
AD0453_Frame_790.png,"Yure, when, Ror%u, htyy, youte",AD0453
AD0453_Frame_800.png,"Youre Iof you Wheh, hungry:, youre",AD0453
AD0453_Frame_810.png,"Youre Iof you Wheh, hungry:, youre",AD0453
AD0453_Frame_830.png,"SNIGKERS, satisties, #EATASNIcKERS, nM tradenrales €Aars Incorporaled 2016",AD0453
AD0453_Frame_840.png,"SNIGKERS, satisties, #EATASNIcKERS, enM tradenalks @Nars Incofporated 2016",AD0453
AD0454_Frame_570.png,Te,AD0454
AD0454_Frame_730.png,"Greatloans, forgreatpeople",AD0454
AD0454_Frame_740.png,"Greatloans, for, people:, great]",AD0454
AD0454_Frame_750.png,"Greatloans, for, people:, great",AD0454
AD0454_Frame_760.png,"Greatloans, forgreatpeople:",AD0454
AD0454_Frame_770.png,"Greatloans, forgreatpeople:",AD0454
AD0454_Frame_790.png,"Dontbank SoFi, #SoFiGreat, ancunateld Da, . ., ea, Soel coinberaltarstate restnetons",AD0454
AD0454_Frame_800.png,"Dontbank SoFi, #SoFiGreat, sre Oribinated Dy Sofi Lending, NMLS 61121686. SofiIs an equal opportunlty londer Sea SOFIcOnvVLegal lor state rastnctions, Ca",AD0454
AD0454_Frame_810.png,"Dontbank SoFi, #SoFiGreat, are @mgimated DX Sorl Lendimg, NMLS #1121636. Sofiisan equal opportunity lender See SOFIconVLecal Ior state restrictions, Coip",AD0454
AD0454_Frame_820.png,"Dontbank SoFi, #SoFiGreat, ere Originated by SoFi Lending(, NMLS #1121636. Sofiisan equal opportunity lender See SoFIcOnVLegal Ior state restrictions, Coip",AD0454
AD0454_Frame_830.png,"Dontbank SoFi, #SoFiGreat, are Omgimated DX Sori Lenimg, NMLS #1121636. Sofiisan equal opportunity lender See SoFIcOnVLegal Ior state restrictions, Cop",AD0454
AD0454_Frame_840.png,"Dontbank SoFi, #SoFiGreat, are @mgimated DX Sori Lendimg, NMILS # 1121696, SoFiig am equal opportunity Jender See SoFl comLepal forstate restrictions, Coip",AD0454
AD0454_Frame_850.png,"Dontbank SoFi, #SoFiGreat, ere Originated by SoFi Lending, NMLS #1121636. Sofiisan equal opportunity lender See SoFIcOnVLegal Ior state restrictions, Cop",AD0454
AD0455_Frame_580.png,"JRLY, aC",AD0455
AD0455_Frame_590.png,"ALLC, REAy",AD0455
AD0455_Frame_600.png,"REAY, JaLK",AD0455
AD0455_Frame_610.png,"REAY, JK",AD0455
AD0455_Frame_620.png,"{REAL, REAL, TALK, Real, TALK, TALK",AD0455
AD0455_Frame_630.png,"RaL, REAL, TALK, RReal, TALK, TAlk",AD0455
AD0455_Frame_640.png,"REAL, REAL, TALK, REAL, 0 Lk, TAlk",AD0455
AD0455_Frame_650.png,"REAL, ReA, TALK, REAL, TALK",AD0455
AD0455_Frame_660.png,"REAL, Real, TALK, TALK, [LILD, (D",AD0455
AD0455_Frame_670.png,"Real, REAL, TALK, TaLk, Fan, Faon",AD0455
AD0455_Frame_680.png,"REAL, REAL, TALK, TALK, IEEa, Wuen",AD0455
AD0455_Frame_690.png,"RE, PLAY, Ru, REAL, FaLKc, AL, Ke",AD0455
AD0455_Frame_700.png,"RE, PLAY, BAL, Talds, @ELL, GulKe, AL, Ke",AD0455
AD0455_Frame_710.png,"RE, EAL, LK",AD0455
AD0455_Frame_720.png,"RiAL, Malic, RE, REAL, Ai",AD0455
AD0455_Frame_730.png,"RE, un, IREAL, TA",AD0455
AD0455_Frame_740.png,SQUARESPACE.COM[REALTALK,AD0455
AD0455_Frame_750.png,SQUARESPACE.COM[REALTALK,AD0455
AD0455_Frame_760.png,SQUARESPACE.COM/REALTALK,AD0455
AD0455_Frame_770.png,SQUARESPACE.COM|REALTALK,AD0455
AD0455_Frame_780.png,SQUARESPACE.COM[REALTALK,AD0455
AD0455_Frame_790.png,SQUARESPACE.COM[REALTALK,AD0455
AD0455_Frame_800.png,SQUARESPACE.COM[REALTALK,AD0455
AD0455_Frame_810.png,U SQUARESPACE,AD0455
AD0455_Frame_820.png,"SQUARESPACE, Ul",AD0455
AD0455_Frame_830.png,"SQUARESPACE, Ul",AD0455
AD0455_Frame_840.png,"SQUARESPACE, Un",AD0455
AD0456_Frame_120.png,Elo,AD0456
AD0456_Frame_130.png,Ero,AD0456
AD0456_Frame_140.png,Ibto,AD0456
AD0456_Frame_770.png,"SUNTRUST, onUp, Sunlrust Bank Member FDIC",AD0456
AD0456_Frame_780.png,"SUNTRUST, onUp, Sunlrust Bank Member FDIC",AD0456
AD0456_Frame_790.png,"SUNTRUST, onUp, Sunlrust Bank Member FDIC",AD0456
AD0456_Frame_800.png,"SUNTRUST, onUpi, onUp com, Sunlrust Bank Member FDIC",AD0456
AD0456_Frame_810.png,"SUNTRUST, onUpi, onUp.com, SunTrust Bank Member FDIC",AD0456
AD0456_Frame_820.png,"SUNTRUST, onUpi, onUp.com, SunTrust Bank Member FDIC",AD0456
AD0456_Frame_830.png,"SUNTRUST, onUpi, onUp.com, SunTrust Bank Member FDIC",AD0456
AD0456_Frame_840.png,"SUNTRUST, onUpi, onUp.com, SunTrust Bank Member FDIC:",AD0456
AD0457_Frame_200.png,He,AD0457
AD0457_Frame_340.png,"Giorgio A, Tsoukalos, Alien Expert",AD0457
AD0457_Frame_350.png,"Giorgio A, Tso, ralos, Alien Expert",AD0457
AD0457_Frame_360.png,"Uelos, Keoro, Ae, Alien",AD0457
AD0457_Frame_390.png,"LAW, HA",AD0457
AD0457_Frame_400.png,"LAW, HAFK, BriaNE, WILSONATCCRNEYAT Law",AD0457
AD0457_Frame_410.png,"LAW, HAVK, BRYAN 2. WIlonATtORNe KT LAw",AD0457
AD0457_Frame_420.png,"LAW, 3HAWK, BRTAN 2 ~ILSONAttorne} At LAW",AD0457
AD0457_Frame_430.png,"LAW, HAWK, BrYANZ MILSONATTORNst AT LAW",AD0457
AD0457_Frame_440.png,"LAW, HAWK, BRYAN E MIEOnATTORRey At LaW",AD0457
AD0457_Frame_640.png,"JK, ~EYMAR",AD0457
AD0457_Frame_650.png,NEEYMAR JR,AD0457
AD0457_Frame_730.png,"Quesaby_n, At participating locations for a limited time. While supplies last:",AD0457
AD0457_Frame_740.png,"Quesatupa, At participating locations for a limited time. While supplies last:",AD0457
AD0457_Frame_750.png,"Quesatupa, At participating locations for a limited time. While supplies last:",AD0457
AD0457_Frame_760.png,"Quesatupa, BIGGERTHAN TINDER, At participating locations for a limited time. While supplies last:",AD0457
AD0457_Frame_770.png,"Quesatupa, #BICGERTHAN DRIVERLESS CARS, At participating locations for a limited time. While supplies last:",AD0457
AD0457_Frame_780.png,"Quesotupa, #BIGGERTHAN EMOJIS, At participating locations for a limited time. While supplies last:",AD0457
AD0457_Frame_790.png,"Quesatupa, #BIGCERTHALLAVERYTHIN, At participating locations for a limited time. While supplies last:",AD0457
AD0457_Frame_800.png,"Quesatupa, #BIGGERTHAN EVERYTHING, At participating locations for a limited time. While supplies last:",AD0457
AD0457_Frame_810.png,"Quesatupa, #BIGGERTHAN EVERYTHING, At participating locations for a limited time. While supplies last:",AD0457
AD0457_Frame_820.png,"TAcO, bELL, Live MAs",AD0457
AD0457_Frame_830.png,"TAcO, bELL, Live MAs",AD0457
AD0457_Frame_840.png,"TAcO, bELL, Live MAs",AD0457
AD0457_Frame_850.png,"TAcO, bELL, Live MAs",AD0457
AD0458_Frame_120.png,uellw,AD0458
AD0458_Frame_130.png,~poupute,AD0458
AD0458_Frame_140.png,potaite,AD0458
AD0458_Frame_150.png,doualed,AD0458
AD0458_Frame_160.png,DOVELED,AD0458
AD0458_Frame_170.png,DOUBLED,AD0458
AD0458_Frame_180.png,DOUBLEd,AD0458
AD0458_Frame_190.png,DQUELED,AD0458
AD0458_Frame_200.png,DOUBLED,AD0458
AD0458_Frame_220.png,QaD,AD0458
AD0458_Frame_230.png,DOUBLeD,AD0458
AD0458_Frame_240.png,DOUBLed,AD0458
AD0458_Frame_260.png,DOuEte,AD0458
AD0458_Frame_270.png,poupito,AD0458
AD0458_Frame_280.png,poueitd,AD0458
AD0458_Frame_290.png,"Maohile, DOUBLED, WaLue GovenaOL",AD0458
AD0458_Frame_300.png,"T mobile, Its LTe COvERAGE, DOUBLED",AD0458
AD0458_Frame_320.png,"DOUbLED, UIS LTE, Icovenade",AD0458
AD0458_Frame_330.png,"Vobhl, DOlei",AD0458
AD0458_Frame_340.png,"Atnle, DOTEIED",AD0458
AD0458_Frame_350.png,"Mail, DOUBLED",AD0458
AD0458_Frame_420.png,0ze,AD0458
AD0458_Frame_430.png,"Vobile, DOUBLED, MTS LTECOVERAGE",AD0458
AD0458_Frame_500.png,"NOW MORE, LTE TOWERS, THAN VERIZON",AD0458
AD0458_Frame_510.png,"NOW MORE, LTE TOWERS, THAN VERIZON",AD0458
AD0458_Frame_520.png,"NOW MORE, LTE TOWERS, THAN VERIZON",AD0458
AD0458_Frame_530.png,"NOW MORE, LTE TOWERS, THAN VERIZON",AD0458
AD0458_Frame_540.png,"NOW MORE, LTE TOWERS, THAN VERIZON",AD0458
AD0458_Frame_770.png,"""Mob",AD0458
AD0458_Frame_780.png,"T .Mobile:, FBATLOGlE, 8Od |MOBILE, F Mobile GoT",AD0458
AD0458_Frame_790.png,"T .Mobile"", THE UN-CARRIER, #BALLOGIZE, 1-800-TMOBILE, T-Mobile.com",AD0458
AD0458_Frame_800.png,"T .Mobile:, THE UN-CARRIER, #BALLOGIZE, 1-800-TMOBILE, T-Mobile.com",AD0458
AD0458_Frame_810.png,"T .Mobile"", THE UN-CARRIER, #BALLOGIZE, 1-800-TMOBILE, T-Mobile.com",AD0458
AD0458_Frame_820.png,"T  Mobile"", THE UN-CARRIER, #BALLOGIZE, 1-800-TMOBILE, T-Mobile.com",AD0458
AD0458_Frame_830.png,"T .Mobile"", THE UN-CARRIER, #BALLOGIZE, 1-800-TMOBILE, T-Mobile.com",AD0458
AD0458_Frame_840.png,"T . Mobile"", THE UN-CARRIER, #BALLOGIZE, 1-800-TMOBILE, T-Mobile.com",AD0458
AD0459_Frame_100.png,DRAKE,AD0459
AD0459_Frame_1000.png,En,AD0459
AD0459_Frame_110.png,DRAKE,AD0459
AD0459_Frame_120.png,DRAKE,AD0459
AD0459_Frame_1360.png,Gn,AD0459
AD0459_Frame_1490.png,"WUeELESSCNRRERS, FRXUN EIERYTHING",AD0459
AD0459_Frame_1500.png,"WIRELESSCARRIERS, RUIN EVERYTHING",AD0459
AD0459_Frame_1510.png,"WIRELESSCARRIERS, RUIN EVERYTHING",AD0459
AD0459_Frame_1520.png,"WRELESSCARRIERS, RUIN EVEERYTHING",AD0459
AD0459_Frame_1530.png,"WRELESS CARRIERS, RUINE VERYTHING",AD0459
AD0459_Frame_1540.png,"WIRELESS CARRIERS, RUINEVERYTHING",AD0459
AD0459_Frame_1550.png,"WIRELESS CARRIERS, RUINEVERYTHING",AD0459
AD0459_Frame_1560.png,"WIRELESSCARRIERS, RUIN EVERYTHING",AD0459
AD0459_Frame_1570.png,"SWITCH TO, THE UN-CARRIER",AD0459
AD0459_Frame_1580.png,"SWITCH TO, THE UN-CARRIER",AD0459
AD0459_Frame_1590.png,"SWITCH TO, THE UN-CARRIER, On included services while on our network",AD0459
AD0459_Frame_1600.png,"SWITCH TO, THE UN-CARRIER, On included services while on our network",AD0459
AD0459_Frame_1610.png,"SWITCH TO, THE UN-CARRIER, On included services while on our network",AD0459
AD0459_Frame_1620.png,"STREAMALL YOU WANT, MUSIC, On included services while on our network",AD0459
AD0459_Frame_1630.png,"STREAMALL YOU WANT, MUSIC, On included services while on our network",AD0459
AD0459_Frame_1640.png,"STREAMALL YOU WANT, MUSIC, On included services while on our network",AD0459
AD0459_Frame_1650.png,"STREAMALL YOU WANT, MUSIC, On included services while on our network",AD0459
AD0459_Frame_1660.png,"STREAMALL YOU WANT, MUSIC, On included services while on our network:",AD0459
AD0459_Frame_1670.png,"T . Mobile"", THE UN-CARRIERT, #YouGotCarriered, 1-800-TMOBILE, T-Mobile.com",AD0459
AD0459_Frame_1680.png,"T . Mobile"", THE UN-CARRIER, #YouGotCarriered, 1-800-TMOBILE, T-Mobile.com",AD0459
AD0459_Frame_1690.png,"T . Mobile"", THE UN-CARRIER, #YouGotCarriered, 1-800-TMOBILE, T-Mobile.com",AD0459
AD0459_Frame_70.png,DRAKE,AD0459
AD0459_Frame_80.png,DRAKE,AD0459
AD0459_Frame_90.png,DRAKE,AD0459
AD0459_Frame_990.png,57a,AD0459
AD0460_Frame_10.png,"20 8, DANK, 70 8, crOKE]",AD0460
AD0460_Frame_100.png,"100, RANR 0",AD0460
AD0460_Frame_1080.png,4C,AD0460
AD0460_Frame_110.png,"100, RANR $0, 100",AD0460
AD0460_Frame_1170.png,Ttn,AD0460
AD0460_Frame_1180.png,72,AD0460
AD0460_Frame_1190.png,72,AD0460
AD0460_Frame_120.png,"New7ankt, DANK",AD0460
AD0460_Frame_1270.png,Purk,AD0460
AD0460_Frame_1280.png,Estop,AD0460
AD0460_Frame_130.png,"NAwcRK, BANK",AD0460
AD0460_Frame_1310.png,Park,AD0460
AD0460_Frame_1320.png,Park,AD0460
AD0460_Frame_1330.png,"TOP STORY: DEVELOPING, PRIUS HIGH-SPEED CHASE, Ficlionalizallon:",AD0460
AD0460_Frame_1340.png,"TOP STORY: DEVELOPING, PRIUS HIGH-SPEED CHASE, Ficlionalizallon;",AD0460
AD0460_Frame_1350.png,"TOP STORY: DEVELOPING, PRIUS HIGH-SPEED CHASE, Ficlionalizallon;",AD0460
AD0460_Frame_1360.png,Fictionalization.,AD0460
AD0460_Frame_1370.png,Fictionalization.,AD0460
AD0460_Frame_1380.png,Fictionalizalion.,AD0460
AD0460_Frame_1390.png,Fictionalization.,AD0460
AD0460_Frame_140.png,"Newi ]ARAt, BANK",AD0460
AD0460_Frame_1400.png,"HD, Ficlionallzation;, chopperViz",AD0460
AD0460_Frame_1410.png,"HD, Ficlionallzation;, chopperViz",AD0460
AD0460_Frame_1420.png,"HD, Ficlionallzation;, choppeRViz",AD0460
AD0460_Frame_1440.png,"STATE, Police, JJ5c0, SIE",AD0460
AD0460_Frame_1460.png,"ONLY, RNLY",AD0460
AD0460_Frame_1480.png,Rt,AD0460
AD0460_Frame_1490.png,"Tu, ON THE SCENE, HASE CONTINUES, STILL IMPROVING, HEADLINES, Telquomallation:",AD0460
AD0460_Frame_150.png,DANK,AD0460
AD0460_Frame_1500.png,"Hnd, ON THE SCENE, HASE CONTINUES, STILL IMPROVING, HEADLINES, H-lguonallation:",AD0460
AD0460_Frame_1530.png,"PRIUSH, 'Wc",AD0460
AD0460_Frame_1540.png,"PRIUSH, 7RIUS, 'Wl",AD0460
AD0460_Frame_1550.png,"PEi, Pet :, Ill",AD0460
AD0460_Frame_1640.png,Co,AD0460
AD0460_Frame_1650.png,"Go, Prius",AD0460
AD0460_Frame_1660.png,"Co, Pcivs"", TOP STORY: DAY 2, PRIUS 4 CHASE CONTINUES, Ficiionallzation:",AD0460
AD0460_Frame_1670.png,"Co, Pcivs"", TOP STORY: DAY 2, PRIUS 4 CHASE CONTINUES, Ficiionallzation:",AD0460
AD0460_Frame_1680.png,"Go, Go, Privs, Stout0at, CHASE CONTInues, Prius [ chase Continues, ~Prius",AD0460
AD0460_Frame_1690.png,"SQs, Tonsto?, CONTINUES, Prius L ChaSE, continues",AD0460
AD0460_Frame_1700.png,"Sos, Tonstoat04t, Prius L CHASE CONTINUES, ohtinues",AD0460
AD0460_Frame_1710.png,"hacol, 72",AD0460
AD0460_Frame_1720.png,"Hidlellal, 72",AD0460
AD0460_Frame_1730.png,"Hidlelol, 77",AD0460
AD0460_Frame_1740.png,"Hinlelol, 42",AD0460
AD0460_Frame_1750.png,"25,470",AD0460
AD0460_Frame_1760.png,"25,470",AD0460
AD0460_Frame_1770.png,"25,470",AD0460
AD0460_Frame_1780.png,PRIUS 4,AD0460
AD0460_Frame_1790.png,PRIUS 4,AD0460
AD0460_Frame_180.png,DAAN,AD0460
AD0460_Frame_1800.png,PRIUS 4,AD0460
AD0460_Frame_1810.png,PRIUS 4,AD0460
AD0460_Frame_1820.png,brIc,AD0460
AD0460_Frame_1860.png,"Sualo Rolo, Owi, Pnt",AD0460
AD0460_Frame_1870.png,"Susle Rolo, Ownot, Ak",AD0460
AD0460_Frame_1880.png,"Sualo Rolo, Pnu Onnn",AD0460
AD0460_Frame_1890.png,"Sualo Rolo, Pnus Onnde",AD0460
AD0460_Frame_1900.png,"Suala Aolo, Pnr Orn",AD0460
AD0460_Frame_1910.png,Prb,AD0460
AD0460_Frame_1930.png,Pab,AD0460
AD0460_Frame_1970.png,"AVEERICA, TODA",AD0460
AD0460_Frame_1980.png,"AVEERICA, TODA",AD0460
AD0460_Frame_1990.png,"AJEERICA, TODA",AD0460
AD0460_Frame_20.png,"20 8, DANK, 70 8, CROKE]",AD0460
AD0460_Frame_2110.png,"Jn, 320, Cw, The Pre-Collision System Is not, substitute for safe and attentive driving practices:",AD0460
AD0460_Frame_2120.png,"307, 330, ORAKE I, @L0, The Pre-Collision Syslem Is, substitute for safe and attentive driving practices:",AD0460
AD0460_Frame_2130.png,The Pre-Collision System Is not & substitute for safe and attentive driving practices.,AD0460
AD0460_Frame_2140.png,The Pre-Collision System Is not & substitute for safe and attentive driving practices.,AD0460
AD0460_Frame_2150.png,The Pre-Collision System Is not & substitute for safe and attentive driving practices.,AD0460
AD0460_Frame_2160.png,The Pre-Collision System Is not & substitute for safe and attentive driving practices.,AD0460
AD0460_Frame_2170.png,The Pre-Collision System Is not & substitute for safe and attentive driving practices.,AD0460
AD0460_Frame_2180.png,The Pre-Collision System Is not & substitute for safe and attentive driving practices.,AD0460
AD0460_Frame_2190.png,The Pre-Collision System Is not & substitute for safe and attentive driving practices.,AD0460
AD0460_Frame_2200.png,The Pre-Collision System is not & substitute for safe and attentive driving practices.,AD0460
AD0460_Frame_2210.png,The Pre-Collision System is not & substitute for safe and attentive driving practices.,AD0460
AD0460_Frame_2220.png,The Pre-Collision System is not & substitute for safe and attentive driving practices.,AD0460
AD0460_Frame_2230.png,The Pre-Collision System is not & substitute for safe and attentive driving practices.,AD0460
AD0460_Frame_2240.png,"STIE, pulile",AD0460
AD0460_Frame_2250.png,"SIAIE, Fulde",AD0460
AD0460_Frame_230.png,"79072, POLIcE",AD0460
AD0460_Frame_2300.png,"POLle, LIL",AD0460
AD0460_Frame_2310.png,"~FOLgE, VUIL",AD0460
AD0460_Frame_2340.png,Trnm),AD0460
AD0460_Frame_2350.png,tronded,AD0460
AD0460_Frame_240.png,"19072, POLIcE",AD0460
AD0460_Frame_2430.png,THe ALL-NEW,AD0460
AD0460_Frame_2440.png,"THE ALL-NEW, PRIUS",AD0460
AD0460_Frame_2450.png,"THE ALL-NEW, PRIUS",AD0460
AD0460_Frame_2460.png,"THE ALL-NEW, PRIUS",AD0460
AD0460_Frame_2470.png,"THE ALL-NEW, PRIUS",AD0460
AD0460_Frame_2480.png,"TNL, PRIUS",AD0460
AD0460_Frame_2490.png,"Go, Dcius",AD0460
AD0460_Frame_250.png,"19072, POLIcE",AD0460
AD0460_Frame_2500.png,"Go, ces, #GoPriusGo, Priuss",AD0460
AD0460_Frame_2510.png,"Lets, Go, To, Places, #GoPriusGo",AD0460
AD0460_Frame_2520.png,"Lets, Go, TOYOTA, Places, #GoPriusGo",AD0460
AD0460_Frame_2530.png,"Lets, Go, TOYOTA, Places, #GoPriusGo",AD0460
AD0460_Frame_2540.png,"Lets, Go, TOYOTA, Places, #GoPriusGo",AD0460
AD0460_Frame_260.png,"19072, POLICE",AD0460
AD0460_Frame_270.png,19072,AD0460
AD0460_Frame_280.png,9072,AD0460
AD0460_Frame_290.png,"Third, ONe, WAY, (STOP)",AD0460
